,Player,Season,PA,AB,AVG,HardHit%,Barrel%,EV,K%,Contact%,O-Swing%,Z-Swing%,SwStr%
12,Manny Machado,2018,709,632,0.297,0.48200000000000004,0.10099999999999999,91.6,0.147,0.7979999999999999,0.322,0.735,0.098
19,Matt Chapman,2018,616,547,0.278,0.47600000000000003,0.08199999999999999,93.1,0.237,0.787,0.245,0.64,0.08800000000000001
6,Nolan Arenado,2018,673,590,0.297,0.402,0.07200000000000001,89.8,0.18100000000000002,0.773,0.332,0.733,0.113
24,Javier Baez,2018,645,606,0.29,0.428,0.113,90.6,0.259,0.685,0.455,0.78,0.182
34,Lorenzo Cain,2018,620,539,0.308,0.405,0.027000000000000003,89.1,0.152,0.8370000000000001,0.249,0.647,0.069
10,Anthony Rendon,2018,597,529,0.308,0.446,0.095,90.7,0.13699999999999998,0.877,0.289,0.701,0.059000000000000004
2,J.D. Martinez,2018,649,569,0.33,0.523,0.151,93.0,0.225,0.737,0.332,0.7659999999999999,0.133
26,Jose Altuve,2018,599,534,0.316,0.33799999999999997,0.052000000000000005,87.2,0.132,0.836,0.33299999999999996,0.687,0.078
52,Jed Lowrie,2018,680,596,0.267,0.376,0.055,89.2,0.188,0.813,0.252,0.736,0.085
7,Paul Goldschmidt,2018,690,593,0.29,0.43700000000000006,0.131,90.8,0.251,0.759,0.28800000000000003,0.624,0.102
38,Andrew Benintendi,2018,661,579,0.29,0.332,0.06,88.6,0.16,0.835,0.284,0.708,0.076
48,Whit Merrifield,2018,707,632,0.304,0.31,0.042,87.0,0.161,0.823,0.32799999999999996,0.677,0.084
77,Trea Turner,2018,740,664,0.271,0.386,0.055999999999999994,89.1,0.17800000000000002,0.813,0.266,0.65,0.081
11,Freddie Freeman,2018,707,618,0.309,0.39799999999999996,0.091,89.1,0.187,0.778,0.345,0.85,0.124
8,Brandon Nimmo,2018,535,433,0.263,0.42,0.055,89.9,0.262,0.7559999999999999,0.19699999999999998,0.636,0.095
43,J.T. Realmuto,2018,531,477,0.277,0.406,0.08199999999999999,89.0,0.196,0.789,0.299,0.6779999999999999,0.099
9,Trevor Story,2018,656,598,0.291,0.456,0.124,91.0,0.256,0.774,0.322,0.746,0.114
15,Matt Carpenter,2018,677,564,0.257,0.445,0.127,90.7,0.233,0.773,0.21,0.5770000000000001,0.084
23,Mitch Haniger,2018,683,596,0.285,0.429,0.09,90.2,0.217,0.78,0.259,0.625,0.092
44,Yasmani Grandal,2018,518,440,0.241,0.39799999999999996,0.11,88.9,0.239,0.7440000000000001,0.22699999999999998,0.579,0.099
84,Andrelton Simmons,2018,600,554,0.292,0.36,0.033,88.2,0.073,0.877,0.28,0.6659999999999999,0.055999999999999994
17,Xander Bogaerts,2018,580,513,0.288,0.415,0.094,90.6,0.17600000000000002,0.7979999999999999,0.301,0.613,0.087
13,Eugenio Suarez,2018,606,527,0.283,0.455,0.09699999999999999,91.2,0.23399999999999999,0.7709999999999999,0.259,0.7,0.102
32,Aaron Hicks,2018,581,480,0.248,0.43,0.085,89.7,0.191,0.78,0.209,0.655,0.087
33,Giancarlo Stanton,2018,705,617,0.266,0.505,0.147,93.7,0.299,0.6779999999999999,0.325,0.653,0.145
71,Starling Marte,2018,606,559,0.277,0.381,0.073,88.4,0.18,0.7709999999999999,0.361,0.772,0.12300000000000001
65,Eddie Rosario,2018,592,559,0.288,0.332,0.07200000000000001,87.7,0.17600000000000002,0.778,0.428,0.785,0.128
69,Joey Wendle,2018,545,487,0.3,0.35200000000000004,0.027000000000000003,88.8,0.17600000000000002,0.815,0.359,0.627,0.086
82,Jean Segura,2018,632,586,0.304,0.321,0.032,87.7,0.109,0.883,0.34600000000000003,0.66,0.057
29,Scooter Gennett,2018,638,584,0.31,0.319,0.051,87.3,0.196,0.82,0.382,0.731,0.095
46,Travis Shaw,2018,587,498,0.241,0.38,0.09300000000000001,88.9,0.184,0.8140000000000001,0.28800000000000003,0.665,0.08199999999999999
30,Miguel Andujar,2018,606,573,0.297,0.365,0.06,89.2,0.16,0.8190000000000001,0.39399999999999996,0.74,0.096
35,Michael Brantley,2018,631,570,0.309,0.371,0.031,90.2,0.095,0.909,0.271,0.6579999999999999,0.04
37,Tommy Pham,2018,570,494,0.275,0.496,0.095,92.9,0.24600000000000002,0.768,0.23,0.612,0.092
73,Chris Taylor,2018,604,536,0.254,0.376,0.077,88.9,0.295,0.7120000000000001,0.258,0.723,0.13699999999999998
87,Ozzie Albies,2018,684,639,0.261,0.294,0.04,86.8,0.17,0.7959999999999999,0.382,0.823,0.115
121,Nick Ahmed,2018,564,516,0.234,0.3,0.040999999999999995,86.9,0.193,0.7659999999999999,0.342,0.703,0.11699999999999999
62,Michael Conforto,2018,638,543,0.243,0.366,0.085,88.0,0.249,0.745,0.276,0.6509999999999999,0.11
76,Asdrubal Cabrera,2018,592,546,0.262,0.389,0.068,90.0,0.201,0.7979999999999999,0.32299999999999995,0.718,0.099
21,David Peralta,2018,614,560,0.293,0.457,0.075,91.5,0.20199999999999999,0.782,0.318,0.695,0.105
57,Eduardo Escobar,2018,631,566,0.272,0.272,0.078,86.5,0.2,0.7829999999999999,0.39299999999999996,0.728,0.115
109,Ender Inciarte,2018,660,597,0.265,0.187,0.013000000000000001,84.9,0.13,0.8690000000000001,0.31,0.71,0.064
47,Didi Gregorius,2018,569,504,0.268,0.306,0.04,87.0,0.121,0.821,0.36200000000000004,0.747,0.092
58,Cody Bellinger,2018,632,557,0.26,0.381,0.086,89.8,0.239,0.7240000000000001,0.28300000000000003,0.669,0.124
107,Jackie Bradley Jr.,2018,535,474,0.234,0.501,0.094,92.2,0.256,0.7190000000000001,0.278,0.7140000000000001,0.132
36,Anthony Rizzo,2018,665,566,0.283,0.40399999999999997,0.059000000000000004,90.1,0.12,0.851,0.32799999999999996,0.679,0.071
41,Ben Zobrist,2018,520,455,0.305,0.382,0.027000000000000003,89.9,0.115,0.866,0.26,0.596,0.055
67,George Springer,2018,620,544,0.265,0.368,0.08900000000000001,88.6,0.19699999999999998,0.782,0.255,0.685,0.096
96,Jose Peraza,2018,683,632,0.288,0.235,0.023,85.8,0.11,0.877,0.35200000000000004,0.675,0.061
16,Jesus Aguilar,2018,566,492,0.274,0.426,0.109,89.8,0.253,0.726,0.35600000000000004,0.601,0.125
60,Joey Gallo,2018,577,500,0.206,0.491,0.222,94.3,0.359,0.617,0.322,0.7440000000000001,0.185
66,Matt Olson,2018,660,580,0.247,0.52,0.115,93.3,0.247,0.743,0.251,0.696,0.114
68,Mallex Smith,2018,544,480,0.296,0.23,0.01,85.8,0.18,0.7659999999999999,0.29600000000000004,0.726,0.115
14,Bryce Harper,2018,695,550,0.249,0.451,0.1,91.0,0.243,0.711,0.261,0.754,0.131
55,Johan Camargo,2018,524,464,0.272,0.337,0.047,88.0,0.20600000000000002,0.752,0.36,0.6970000000000001,0.12300000000000001
112,Marcus Semien,2018,703,632,0.255,0.32,0.043,86.8,0.18600000000000003,0.8109999999999999,0.262,0.6709999999999999,0.083
18,Joey Votto,2018,623,503,0.284,0.348,0.067,88.1,0.162,0.848,0.16399999999999998,0.6859999999999999,0.06
45,Stephen Piscotty,2018,605,546,0.267,0.384,0.087,88.5,0.188,0.76,0.377,0.736,0.128
64,Corey Dickerson,2018,533,504,0.3,0.315,0.054000000000000006,87.9,0.15,0.804,0.45299999999999996,0.795,0.11599999999999999
75,Brian Anderson,2018,670,590,0.273,0.423,0.055999999999999994,90.2,0.193,0.782,0.281,0.6859999999999999,0.10099999999999999
78,Ketel Marte,2018,580,520,0.26,0.365,0.045,88.8,0.136,0.8590000000000001,0.281,0.684,0.064
25,Khris Davis,2018,654,576,0.247,0.475,0.16699999999999998,92.5,0.268,0.685,0.278,0.784,0.156
100,Starlin Castro,2018,647,593,0.278,0.36,0.063,88.4,0.192,0.7909999999999999,0.303,0.6659999999999999,0.096
42,Gregory Polanco,2018,535,461,0.254,0.373,0.09,88.8,0.21899999999999997,0.7829999999999999,0.285,0.696,0.098
50,Justin Upton,2018,613,533,0.257,0.474,0.135,90.7,0.287,0.715,0.249,0.664,0.121
59,Nick Markakis,2018,705,623,0.297,0.415,0.025,90.6,0.113,0.888,0.22899999999999998,0.616,0.045
81,Marcell Ozuna,2018,628,582,0.28,0.444,0.092,91.4,0.175,0.7659999999999999,0.325,0.728,0.113
85,Rougned Odor,2018,535,474,0.253,0.381,0.068,90.7,0.237,0.782,0.354,0.6459999999999999,0.10400000000000001
99,Max Kepler,2018,611,532,0.224,0.374,0.059000000000000004,89.5,0.157,0.833,0.249,0.652,0.071
31,Nelson Cruz,2018,591,519,0.256,0.513,0.135,93.9,0.20600000000000002,0.711,0.319,0.6970000000000001,0.134
61,Kyle Schwarber,2018,510,428,0.238,0.45,0.124,90.9,0.275,0.72,0.252,0.649,0.11599999999999999
74,Carlos Santana,2018,679,560,0.229,0.387,0.067,88.9,0.13699999999999998,0.826,0.24100000000000002,0.655,0.07200000000000001
114,Brandon Crawford,2018,594,531,0.254,0.331,0.034,87.5,0.205,0.735,0.326,0.778,0.138
126,Tim Anderson,2018,606,567,0.24,0.27899999999999997,0.047,85.8,0.24600000000000002,0.737,0.40299999999999997,0.726,0.142
27,Rhys Hoskins,2018,660,558,0.246,0.389,0.106,89.0,0.22699999999999998,0.7979999999999999,0.228,0.606,0.079
91,Yadier Molina,2018,503,459,0.261,0.336,0.053,88.2,0.131,0.841,0.385,0.708,0.084
49,Justin Smoak,2018,594,505,0.242,0.418,0.10800000000000001,89.5,0.263,0.765,0.24600000000000002,0.635,0.095
22,Charlie Blackmon,2018,696,626,0.291,0.35200000000000004,0.059000000000000004,87.5,0.193,0.821,0.318,0.6659999999999999,0.085
28,Nick Castellanos,2018,678,620,0.298,0.405,0.106,89.6,0.223,0.7120000000000001,0.386,0.7879999999999999,0.159
39,Jose Martinez,2018,590,534,0.305,0.441,0.09,91.0,0.17600000000000002,0.8029999999999999,0.295,0.638,0.086
54,C.J. Cron,2018,560,501,0.253,0.366,0.11900000000000001,88.0,0.259,0.726,0.385,0.7040000000000001,0.14
79,Mike Moustakas,2018,635,573,0.251,0.391,0.08199999999999999,89.5,0.162,0.7979999999999999,0.37,0.736,0.105
92,DJ LeMahieu,2018,581,533,0.276,0.428,0.043,91.3,0.141,0.875,0.26,0.601,0.052000000000000005
106,Jeimer Candelario,2018,619,539,0.224,0.33299999999999996,0.057,87.2,0.258,0.763,0.28600000000000003,0.619,0.10099999999999999
123,Yolmer Sanchez,2018,662,600,0.242,0.278,0.026000000000000002,86.7,0.20800000000000002,0.8029999999999999,0.34299999999999997,0.643,0.094
53,Andrew McCutchen,2018,682,569,0.255,0.415,0.079,90.0,0.213,0.795,0.193,0.6409999999999999,0.08199999999999999
90,Matt Duffy,2018,560,503,0.294,0.278,0.012,86.8,0.166,0.843,0.298,0.6779999999999999,0.073
115,Brett Gardner,2018,609,530,0.236,0.32899999999999996,0.023,88.0,0.17600000000000002,0.8759999999999999,0.217,0.534,0.045
40,Shin-Soo Choo,2018,665,560,0.264,0.4,0.10300000000000001,89.3,0.235,0.746,0.239,0.624,0.10300000000000001
94,Cesar Hernandez,2018,708,605,0.253,0.278,0.035,85.8,0.21899999999999997,0.809,0.203,0.5870000000000001,0.07200000000000001
127,Freddy Galvis,2018,656,602,0.248,0.281,0.032,88.6,0.22399999999999998,0.759,0.368,0.687,0.121
63,Jurickson Profar,2018,594,524,0.254,0.318,0.043,87.3,0.14800000000000002,0.826,0.33299999999999996,0.687,0.084
98,Marwin Gonzalez,2018,552,489,0.247,0.414,0.062,89.1,0.228,0.772,0.319,0.599,0.099
104,Jonathan Villar,2018,515,466,0.26,0.36,0.048,88.5,0.268,0.722,0.308,0.7120000000000001,0.134
136,Billy Hamilton,2018,556,504,0.236,0.085,0.003,80.5,0.237,0.785,0.299,0.6759999999999999,0.102
119,Kevin Pillar,2018,542,512,0.252,0.364,0.05,87.3,0.18100000000000002,0.79,0.435,0.679,0.113
51,Matt Kemp,2018,506,462,0.29,0.379,0.105,89.7,0.22699999999999998,0.726,0.34299999999999997,0.737,0.139
70,Jose Abreu,2018,553,499,0.265,0.452,0.08800000000000001,91.3,0.19699999999999998,0.779,0.37200000000000005,0.659,0.10800000000000001
89,Yuli Gurriel,2018,573,537,0.291,0.36200000000000004,0.017,89.3,0.11,0.86,0.371,0.6920000000000001,0.07
122,Ian Kinsler,2018,534,487,0.24,0.258,0.031,85.3,0.12,0.888,0.271,0.6829999999999999,0.051
110,Jason Kipnis,2018,601,530,0.23,0.306,0.059000000000000004,86.9,0.18600000000000003,0.81,0.28300000000000003,0.621,0.081
128,Dansby Swanson,2018,533,478,0.238,0.34,0.040999999999999995,88.0,0.22899999999999998,0.758,0.365,0.687,0.121
116,Alex Gordon,2018,568,506,0.245,0.39299999999999996,0.063,88.5,0.218,0.77,0.297,0.67,0.106
72,Josh Bell,2018,583,501,0.261,0.38799999999999996,0.062,90.2,0.17800000000000002,0.773,0.267,0.6779999999999999,0.09699999999999999
105,Yoan Moncada,2018,650,578,0.235,0.441,0.08800000000000001,91.0,0.33399999999999996,0.703,0.233,0.639,0.122
103,Odubel Herrera,2018,597,550,0.255,0.316,0.047,86.7,0.204,0.741,0.396,0.6890000000000001,0.134
134,Miguel Rojas,2018,528,488,0.252,0.237,0.009000000000000001,84.7,0.131,0.853,0.35200000000000004,0.6509999999999999,0.071
97,Joe Mauer,2018,543,486,0.282,0.428,0.042,91.1,0.158,0.872,0.21,0.51,0.045
56,Edwin Encarnacion,2018,579,500,0.246,0.40399999999999997,0.10400000000000001,89.9,0.228,0.757,0.29,0.672,0.10800000000000001
80,Teoscar Hernandez,2018,523,476,0.239,0.45899999999999996,0.149,91.8,0.312,0.6409999999999999,0.322,0.743,0.17800000000000002
88,Nomar Mazara,2018,536,489,0.258,0.431,0.08,90.5,0.21600000000000003,0.763,0.335,0.6409999999999999,0.109
130,Manuel Margot,2018,519,477,0.245,0.365,0.033,89.4,0.17,0.8029999999999999,0.29,0.65,0.09
131,Kyle Seager,2018,630,583,0.221,0.396,0.051,89.8,0.21899999999999997,0.7879999999999999,0.29100000000000004,0.7090000000000001,0.1
93,Willson Contreras,2018,544,474,0.249,0.33299999999999996,0.067,88.2,0.222,0.738,0.344,0.701,0.13
118,Brian Dozier,2018,632,553,0.215,0.284,0.055999999999999994,86.8,0.204,0.7929999999999999,0.225,0.605,0.08199999999999999
117,Salvador Perez,2018,544,510,0.235,0.474,0.091,91.2,0.19899999999999998,0.775,0.484,0.713,0.128
125,Evan Longoria,2018,512,480,0.244,0.37,0.07,88.5,0.19699999999999998,0.807,0.331,0.6829999999999999,0.094
111,Trey Mancini,2018,636,582,0.242,0.42200000000000004,0.106,89.9,0.24100000000000002,0.7440000000000001,0.344,0.7040000000000001,0.127
129,Amed Rosario,2018,592,554,0.256,0.32,0.032,87.8,0.201,0.76,0.41200000000000003,0.6940000000000001,0.129
83,Derek Dietrich,2018,551,499,0.265,0.377,0.057999999999999996,87.4,0.254,0.774,0.344,0.718,0.114
86,Justin Bour,2018,501,423,0.227,0.387,0.10300000000000001,88.9,0.248,0.746,0.298,0.583,0.105
95,Yonder Alonso,2018,574,516,0.25,0.36700000000000005,0.09300000000000001,87.8,0.214,0.7709999999999999,0.32899999999999996,0.752,0.115
101,Adam Jones,2018,613,580,0.281,0.32799999999999996,0.049,88.3,0.152,0.778,0.419,0.735,0.122
137,Dee Strange-Gordon,2018,588,556,0.268,0.124,0.0,83.2,0.136,0.858,0.414,0.6859999999999999,0.076
133,Kole Calhoun,2018,552,491,0.208,0.42700000000000005,0.08800000000000001,90.4,0.24100000000000002,0.737,0.282,0.7609999999999999,0.129
120,Jon Jay,2018,586,527,0.268,0.21600000000000003,0.016,85.1,0.162,0.8220000000000001,0.35700000000000004,0.6509999999999999,0.087
113,Tucker Barnhart,2018,522,460,0.248,0.303,0.027000000000000003,87.1,0.184,0.8170000000000001,0.28800000000000003,0.69,0.083
132,Yangervis Solarte,2018,506,468,0.226,0.32,0.038,87.1,0.142,0.841,0.414,0.7559999999999999,0.086
108,Eric Hosmer,2018,677,613,0.253,0.373,0.055,88.7,0.21,0.747,0.331,0.7070000000000001,0.12300000000000001
102,Ian Desmond,2018,619,555,0.236,0.43200000000000005,0.063,90.1,0.23600000000000002,0.7290000000000001,0.31,0.713,0.13
124,Ryon Healy,2018,524,493,0.235,0.414,0.065,89.6,0.21600000000000003,0.759,0.361,0.639,0.114
138,Alcides Escobar,2018,531,485,0.231,0.215,0.017,84.6,0.139,0.8109999999999999,0.35200000000000004,0.716,0.09699999999999999
135,Victor Martinez,2018,508,467,0.251,0.304,0.042,87.8,0.096,0.8690000000000001,0.33799999999999997,0.698,0.064
139,Chris Davis,2018,522,470,0.168,0.401,0.096,89.3,0.368,0.685,0.299,0.65,0.142
1,Mike Trout,2019,600,470,0.291,0.43799999999999994,0.175,90.9,0.2,0.823,0.205,0.612,0.065
2,Alex Bregman,2019,690,554,0.296,0.37200000000000005,0.046,89.3,0.12,0.87,0.188,0.588,0.046
4,Cody Bellinger,2019,660,558,0.305,0.456,0.126,91.1,0.16399999999999998,0.7809999999999999,0.268,0.7040000000000001,0.09699999999999999
0,Christian Yelich,2019,580,489,0.329,0.48700000000000004,0.158,93.3,0.203,0.738,0.306,0.7120000000000001,0.11800000000000001
5,Anthony Rendon,2019,646,545,0.319,0.466,0.109,90.4,0.133,0.883,0.23800000000000002,0.701,0.051
27,Rafael Devers,2019,702,647,0.311,0.475,0.081,92.5,0.17,0.779,0.405,0.762,0.121
9,Nolan Arenado,2019,662,588,0.315,0.376,0.068,89.4,0.14,0.8029999999999999,0.379,0.733,0.10099999999999999
31,Marcus Semien,2019,747,657,0.285,0.376,0.07400000000000001,88.9,0.13699999999999998,0.8290000000000001,0.23,0.687,0.07200000000000001
18,Mookie Betts,2019,706,597,0.295,0.469,0.09300000000000001,91.0,0.14300000000000002,0.866,0.214,0.615,0.051
7,George Springer,2019,556,479,0.292,0.43200000000000005,0.122,89.8,0.203,0.75,0.228,0.721,0.11
19,Trevor Story,2019,656,588,0.294,0.46,0.077,91.0,0.265,0.752,0.315,0.72,0.11900000000000001
6,Ketel Marte,2019,628,569,0.329,0.4,0.091,90.0,0.13699999999999998,0.836,0.318,0.716,0.078
11,Xander Bogaerts,2019,698,614,0.309,0.436,0.08,90.6,0.175,0.807,0.294,0.5770000000000001,0.079
28,DJ LeMahieu,2019,655,602,0.327,0.47600000000000003,0.07,91.9,0.13699999999999998,0.855,0.302,0.6579999999999999,0.066
58,Francisco Lindor,2019,654,598,0.284,0.408,0.071,91.0,0.15,0.85,0.354,0.737,0.077
61,Javier Baez,2019,561,531,0.281,0.43200000000000005,0.125,91.1,0.278,0.667,0.441,0.743,0.184
8,Juan Soto,2019,659,542,0.282,0.478,0.113,92.0,0.2,0.779,0.23399999999999999,0.6859999999999999,0.09
51,Matt Chapman,2019,670,583,0.249,0.48100000000000004,0.109,92.7,0.21899999999999997,0.7809999999999999,0.248,0.65,0.092
73,J.T. Realmuto,2019,593,538,0.275,0.41,0.066,90.3,0.207,0.782,0.348,0.731,0.111
23,Yoan Moncada,2019,559,511,0.315,0.479,0.10800000000000001,93.1,0.275,0.706,0.327,0.669,0.139
35,Ronald Acuna Jr.,2019,715,626,0.28,0.47100000000000003,0.129,90.6,0.263,0.742,0.267,0.715,0.11699999999999999
42,Yasmani Grandal,2019,632,513,0.246,0.41200000000000003,0.10300000000000001,90.7,0.22,0.762,0.244,0.595,0.091
26,Josh Donaldson,2019,659,549,0.259,0.505,0.152,92.9,0.235,0.715,0.257,0.718,0.125
15,Jeff McNeil,2019,567,510,0.318,0.36700000000000005,0.044000000000000004,89.0,0.132,0.8140000000000001,0.41700000000000004,0.85,0.111
20,Carlos Santana,2019,686,573,0.281,0.44799999999999995,0.094,91.8,0.157,0.807,0.212,0.662,0.076
32,Max Muncy,2019,589,487,0.251,0.43,0.111,89.8,0.253,0.736,0.231,0.64,0.105
22,Kris Bryant,2019,634,543,0.282,0.33799999999999997,0.08800000000000001,87.6,0.22899999999999998,0.741,0.305,0.76,0.126
21,Austin Meadows,2019,591,530,0.291,0.429,0.115,90.4,0.222,0.7859999999999999,0.27399999999999997,0.622,0.09
40,Tim Anderson,2019,518,498,0.335,0.379,0.049,88.3,0.21,0.77,0.452,0.775,0.135
16,Pete Alonso,2019,693,597,0.26,0.42200000000000004,0.146,90.7,0.264,0.732,0.34600000000000003,0.6809999999999999,0.125
13,Freddie Freeman,2019,692,597,0.295,0.424,0.11699999999999999,89.7,0.184,0.774,0.32899999999999996,0.826,0.11699999999999999
46,Michael Conforto,2019,648,549,0.257,0.39,0.109,89.2,0.23,0.753,0.273,0.723,0.113
3,Nelson Cruz,2019,521,454,0.311,0.514,0.187,93.7,0.251,0.6970000000000001,0.305,0.72,0.14
29,Jose Altuve,2019,548,500,0.298,0.336,0.078,87.4,0.15,0.8079999999999999,0.327,0.6809999999999999,0.09
17,Eugenio Suarez,2019,662,575,0.271,0.401,0.128,89.3,0.285,0.731,0.266,0.6859999999999999,0.12
53,Ozzie Albies,2019,702,640,0.295,0.34,0.062,88.9,0.16,0.789,0.379,0.8140000000000001,0.11699999999999999
49,Trea Turner,2019,569,521,0.298,0.42,0.061,90.4,0.19899999999999998,0.78,0.319,0.6859999999999999,0.10300000000000001
36,Matt Olson,2019,547,483,0.267,0.494,0.142,92.8,0.252,0.75,0.28600000000000003,0.6759999999999999,0.113
34,Justin Turner,2019,549,479,0.29,0.424,0.073,90.3,0.16,0.845,0.281,0.6759999999999999,0.07
38,Bryce Harper,2019,682,573,0.26,0.456,0.135,91.9,0.261,0.6829999999999999,0.316,0.773,0.153
77,Jonathan Villar,2019,714,642,0.274,0.37,0.066,88.9,0.24600000000000002,0.7490000000000001,0.308,0.7509999999999999,0.12300000000000001
39,Yuli Gurriel,2019,612,564,0.298,0.374,0.032,89.3,0.106,0.863,0.354,0.693,0.068
10,Anthony Rizzo,2019,613,512,0.293,0.368,0.065,89.0,0.14,0.82,0.33799999999999997,0.653,0.08199999999999999
37,Michael Brantley,2019,637,575,0.311,0.365,0.053,88.8,0.10400000000000001,0.9079999999999999,0.292,0.615,0.04
50,Max Kepler,2019,596,524,0.252,0.41700000000000004,0.084,89.7,0.166,0.812,0.306,0.758,0.09300000000000001
25,Jorge Soler,2019,679,589,0.265,0.495,0.163,92.6,0.262,0.6990000000000001,0.271,0.7070000000000001,0.132
98,Paul DeJong,2019,664,583,0.233,0.332,0.084,87.1,0.22399999999999998,0.772,0.311,0.7140000000000001,0.111
45,Gleyber Torres,2019,604,546,0.278,0.361,0.094,89.1,0.214,0.7440000000000001,0.35100000000000003,0.763,0.133
55,Starling Marte,2019,586,539,0.295,0.379,0.08,88.6,0.16,0.769,0.364,0.774,0.12300000000000001
71,Corey Seager,2019,541,489,0.272,0.377,0.063,88.8,0.18100000000000002,0.765,0.307,0.795,0.12
14,J.D. Martinez,2019,657,575,0.304,0.47,0.10800000000000001,91.3,0.21,0.75,0.318,0.757,0.12300000000000001
33,Bryan Reynolds,2019,546,491,0.314,0.41,0.067,89.5,0.222,0.759,0.311,0.742,0.115
79,Jose Ramirez,2019,542,482,0.255,0.35700000000000004,0.06,89.2,0.13699999999999998,0.867,0.264,0.642,0.055999999999999994
84,Christian Vazquez,2019,521,482,0.276,0.39299999999999996,0.052000000000000005,89.4,0.19399999999999998,0.8140000000000001,0.35200000000000004,0.69,0.09300000000000001
81,Kolten Wong,2019,549,478,0.285,0.251,0.02,86.1,0.151,0.838,0.314,0.696,0.077
107,Victor Robles,2019,617,546,0.255,0.23,0.046,83.3,0.22699999999999998,0.7829999999999999,0.319,0.7140000000000001,0.106
65,Brett Gardner,2019,550,491,0.251,0.321,0.034,87.7,0.196,0.826,0.248,0.56,0.067
63,Paul Goldschmidt,2019,682,597,0.26,0.41700000000000004,0.106,90.1,0.243,0.76,0.314,0.677,0.111
30,Trey Mancini,2019,679,602,0.291,0.42700000000000005,0.099,90.3,0.21100000000000002,0.754,0.33399999999999996,0.6970000000000001,0.11800000000000001
56,Jorge Polanco,2019,704,631,0.295,0.32799999999999996,0.063,88.1,0.165,0.836,0.285,0.672,0.073
111,Nick Ahmed,2019,625,556,0.254,0.34,0.057,87.8,0.18100000000000002,0.7979999999999999,0.31,0.7340000000000001,0.1
113,Willy Adames,2019,584,531,0.254,0.35600000000000004,0.081,88.5,0.262,0.757,0.275,0.703,0.114
64,Christian Walker,2019,603,529,0.259,0.488,0.115,91.1,0.257,0.738,0.282,0.78,0.128
59,Tommy Pham,2019,654,567,0.273,0.449,0.07200000000000001,90.9,0.188,0.809,0.19899999999999998,0.63,0.073
72,Whit Merrifield,2019,735,681,0.302,0.28800000000000003,0.034,87.0,0.171,0.8170000000000001,0.341,0.691,0.08900000000000001
105,David Fletcher,2019,653,596,0.29,0.16899999999999998,0.002,83.8,0.098,0.9109999999999999,0.253,0.48700000000000004,0.032
24,Josh Bell,2019,613,527,0.277,0.46399999999999997,0.12,92.4,0.192,0.765,0.302,0.778,0.113
70,Eduardo Escobar,2019,699,636,0.269,0.314,0.064,87.7,0.18600000000000003,0.7709999999999999,0.408,0.711,0.12
43,Hunter Dozier,2019,586,523,0.279,0.429,0.08900000000000001,91.1,0.253,0.743,0.301,0.66,0.115
60,Mike Moustakas,2019,584,523,0.254,0.405,0.10099999999999999,89.5,0.168,0.779,0.33899999999999997,0.741,0.11
41,Joc Pederson,2019,514,450,0.249,0.428,0.1,91.2,0.21600000000000003,0.777,0.302,0.68,0.102
68,Brian Anderson,2019,520,459,0.261,0.46,0.078,89.9,0.21899999999999997,0.7490000000000001,0.348,0.659,0.11900000000000001
99,Adam Frazier,2019,608,554,0.278,0.281,0.019,87.2,0.12300000000000001,0.858,0.309,0.7040000000000001,0.068
47,Nick Castellanos,2019,664,615,0.289,0.413,0.10099999999999999,89.0,0.215,0.745,0.409,0.763,0.14
57,Danny Santana,2019,511,474,0.283,0.435,0.08800000000000001,91.4,0.295,0.715,0.419,0.742,0.158
69,Adam Eaton,2019,656,566,0.279,0.34299999999999997,0.036000000000000004,88.9,0.162,0.8420000000000001,0.282,0.632,0.068
87,Kole Calhoun,2019,632,552,0.232,0.41700000000000004,0.107,89.5,0.256,0.695,0.29,0.752,0.147
78,Manny Machado,2019,661,587,0.256,0.43700000000000006,0.076,91.2,0.19399999999999998,0.774,0.314,0.698,0.105
92,Jason Heyward,2019,589,513,0.251,0.36200000000000004,0.049,88.8,0.187,0.797,0.303,0.68,0.092
118,Freddy Galvis,2019,589,557,0.26,0.364,0.043,88.8,0.24600000000000002,0.738,0.402,0.732,0.141
74,Kevin Newman,2019,531,493,0.308,0.247,0.021,85.3,0.11699999999999999,0.87,0.373,0.6940000000000001,0.066
80,Avisail Garcia,2019,530,489,0.282,0.40299999999999997,0.106,89.5,0.23600000000000002,0.693,0.4,0.8190000000000001,0.17300000000000001
97,Evan Longoria,2019,508,453,0.254,0.408,0.066,89.7,0.22,0.767,0.326,0.6659999999999999,0.109
103,Hanser Alberto,2019,550,524,0.305,0.185,0.023,84.4,0.091,0.865,0.47600000000000003,0.737,0.079
48,Kyle Schwarber,2019,610,529,0.25,0.509,0.14,93.5,0.256,0.7390000000000001,0.264,0.6679999999999999,0.11199999999999999
52,Ryan Braun,2019,508,459,0.285,0.44299999999999995,0.086,91.5,0.207,0.763,0.374,0.727,0.122
62,Rhys Hoskins,2019,705,570,0.226,0.385,0.084,89.8,0.245,0.782,0.24,0.61,0.085
76,Marcell Ozuna,2019,549,485,0.241,0.48100000000000004,0.11800000000000001,91.8,0.20800000000000002,0.743,0.3,0.6920000000000001,0.115
86,Yasiel Puig,2019,611,555,0.267,0.38299999999999995,0.085,90.0,0.218,0.742,0.342,0.778,0.136
